"id","client_id","model_name","conversation_text","turn_count","booking_confirmed","created_at"
"256","55","""x-ai/grok-4.1-fast""","Администратор: Привет, Павел. Я администратор салона. Вы были у нас на шугаринге у Дмитрия 14 месяцев назад. Для повторных визитов после перерыва есть скидка. Хотите варианты времени к нему?

Клиент: Скидка какая? И Дмитрий сейчас работает?

Администратор: Скидка 20% на шугаринг для повторных после перерыва. Дмитрий работает, окна есть на этой неделе.

Прислать варианты к нему?

Клиент: 20% это на все зоны?

Администратор: Да, на все зоны шугаринга. 

Прислать свободные окна к Дмитрию на этой неделе?

Клиент: На прошлый раз не очень понравилось, кожа потом раздраженная была. Дмитрий что, что-то поменял в работе?

Администратор: Жаль, что кожа раздражалась в прошлый раз. Дмитрий продолжает работать у нас, отзывы в основном положительные. 

Прислать свободные окна к нему на этой неделе?

Клиент: Отзывы положительные, а у меня раздражение было. Он точно ничего не поменял в составах или технике?

Администратор: Понимаю вашу озабоченность раздражением. Составы и техника у Дмитрия те же, что и раньше — реакция кожи индивидуальна.

Прислать окна к нему или предложить другого мастера?

Клиент: Ну если ничего не поменял, зачем мне снова рисковать?

Администратор: Понимаю, риски не стоят того. 

Предложить мастера с опытом по чувствительной коже и те же 20%? Или пока неактуально?

Клиент: Ну если составы те же, то смысл.

Администратор: Понимаю, риски с теми же составами неоправданны. 

Есть Анна — работает с гипоаллергенными пастами для чувствительной кожи, много положительных отзывов. 20% скидка на неё тоже. Прислать окна на эту неделю?

Клиент: Анна тоже с теми же пастами работает?

Администратор: Нет, Анна использует гипоаллергенные пасты, без сахара и добавок, подходящие для чувствительной кожи — отзывы подтверждают минимум раздражения.

Прислать её окна на эту неделю с 20% скидкой?

Клиент: Анна точно с гипоаллергенными? И сколько это будет стоить со скидкой, например, на спину?

Администратор: Да, Анна работает только с гипоаллергенными пастами без сахара и добавок.

Шугаринг спины — 2500 руб обычно, со скидкой 20% — 2000 руб.

Прислать её окна на эту неделю?

Клиент: Ладно, посмотрим её окна на среду-четверг после 18:00.

Администратор: Среда: 18:30 (1 ч), 20:00 (1 ч 15 мин).  
Четверг: 19:00 (1 ч), 20:30 (1 ч).  

Все со скидкой 20% — спина 2000 руб. Какое окно подойдёт?

Клиент: Ну ладно, давайте на среду в 18:30 к Анне. Только если гипоаллергенное, иначе смысла нет.",10,True,"2026-04-16 16:15:49.920064"
"257","56","""x-ai/grok-4.1-fast""","Администратор: Добрый вечер, Андрей! Я администратор вашего салона красоты. Помню, вы были у нас 4 месяца назад на spa-уходе для рук у Елены — она до сих пор спрашивает о вас.

Сейчас в будни при записи на spa добавляем бонусный расслабляющий уход бесплатно. Интересно посмотреть варианты времени?

Клиент: Добрый вечер. Спасибо, что помните. Сейчас я хожу в другой салон, так что не планировал.

Администратор: Понятно, Андрей. Если в вашем салоне не всегда удобно по времени или с мастером, Елена рада будет принять вас в будни с бонусом.

Прислать варианты окон на этой неделе?

Клиент: Сейчас не очень удобно.

Администратор: Понятно, Андрей. Удобно ли прислать варианты на завтра утром, без обязательств? Или пока отложить?

Клиент: Ладно, пришлите варианты на завтра утром. Только без звонков, пожалуйста.",3,True,"2026-04-16 16:16:20.881189"
"258","57","""x-ai/grok-4.1-fast""","Администратор: Доброе утро, Максим! Это Анна из салона, где вы были на spa-уходе для ног у Натальи 5 месяцев назад.

Она недавно спрашивала о вас. Сейчас у нас приятная акция — бесплатный spa при записи на основную процедуру. Хотите посмотреть свободные окна у неё?

Клиент: Доброе утро. Спасибо, что напомнили. Наталья действительно хороший мастер, но в прошлый раз ощущение от визита было какое-то скомканное. Акция интересная, но хотелось бы сразу понимать стоимость основной процедуры и какие есть окна на ближайшие дни.

Администратор: Поняла, Максим, спасибо, что поделились ощущениями от прошлого раза — сожалеем, что сервис не оправдал ожиданий, Наталья тоже старается сделать всё идеально. Сейчас акцент на комфорте.

Spa-уход для ног (основная) — 2500 руб, + бесплатный spa. У Натальи свободно: завтра 14:00 и 17:00, послезавтра 11:00 и 15:00.

Подходит какое-то окно?

Клиент: Спасибо за подробности. Завтра не смогу, послезавтра в 15:00 пока рассматриваю. А что именно входит в основной уход сейчас? И цена не изменилась с прошлого раза?

Администратор: Основной уход включает мягкое очищение, педикюр, пилинг, расслабляющий массаж и нанесение питательного крема — процедура около 1,5 часа. Цена осталась той же, 2500 руб.

Послезавтра в 15:00 у Натальи свободно, могу забронировать за вами?

Клиент: Хорошо, что цена не выросла. Насчёт послезавтра в 15:00 — пока не могу точно подтвердить, рабочие дела могут сдвинуться. Можете просто отметить, что я рассматриваю это время? Если что, я сам напишу завтра к вечеру, когда станет ясно.

Администратор: Поняла, Максим, отметила за вами 15:00 послезавтра у Натальи — держим в резерве. Напишите завтра к вечеру, когда станет ясно с делами. Удачного дня!

Клиент: Хорошо, спасибо, что оставили время. Завтра к вечеру напишу точно.

Администратор: Отлично, Максим, всё под контролем. Ждём вашего подтверждения завтра к вечеру. Хорошего дня! 😊

Клиент: Хорошо, тогда я завтра к вечеру напишу точно, если смогу. Если время освободится, то возьму 15:00.

Администратор: Поняла, Максим, всё учтено. Если 15:00 подойдёт, просто подтвердите завтра к вечеру. Хорошего дня и удачи с делами! 😊

Клиент: Хорошо, тогда я завтра к вечеру напишу точно, если смогу. Если время освободится, то возьму 15:00.

Администратор: Договорились, Максим, 15:00 послезавтра у Натальи в резерве для вас. Ждём подтверждения завтра к вечеру. Хорошего дня! 😊

Клиент: Хорошо, тогда я завтра к вечеру напишу точно, если смогу. Если время освободится, то возьму 15:00.

Администратор: Поняла, Максим, 15:00 послезавтра у Натальи держим специально для вас. Жду подтверждения завтра к вечеру — если не подойдёт, подберём другое время. Удачного дня! 😊

Клиент: Хорошо, тогда я завтра к вечеру напишу точно, если смогу. Если время освободится, то возьму 15:00.

Администратор: Поняла, Максим, 15:00 послезавтра у Натальи в резерве для вас. Завтра к вечеру жду подтверждения — если не подойдёт, просто скажите, и подберём другое или отложим. Удачного дня! 😊

Клиент: Хорошо, тогда я завтра к вечеру напишу точно, если смогу. Если время освободится, то возьму 15:00.

Администратор: Поняла, Максим, 15:00 послезавтра у Натальи зарезервировано для вас до завтрашнего вечера — если подтвердите, зафиксируем, иначе освободим. Удачи с делами! 😊

Клиент: Хорошо, тогда я завтра к вечеру напишу точно, если смогу. Если время освободится, то возьму 15:00.",10,False,"2026-04-16 16:18:14.583613"
"259","58","""x-ai/grok-4.1-fast""","Администратор: Добрый день, Никита! Это администратор салона красоты, где вы были 6 месяцев назад на ботоксе для волос у Софьи.

У нас сейчас акция на комплекс стрижка + уход — удобно обновить результат без лишних трат. Софья всё так же работает.

Интересно? Могу предложить удобные окна.

Клиент: Спасибо, что напомнили. Сейчас я не в стране, так что в ближайшее время не смогу прийти.

Администратор: Понял, Никита, спасибо, что сказали. Когда вернётесь в страну, Софья будет рада обновить ботокс — акция на комплекс стрижка + уход как раз подойдёт.

Хотите варианты удобных окон заранее, или напишу позже?

Клиент: Хорошо, тогда напишите, пожалуйста, когда вернусь.

Администратор: Конечно, Никита. Чтобы не упустить удобные окна у Софьи, поделитесь примерным сроком возвращения — через 2 недели, месяц? Тогда сразу предложу варианты.

Клиент: Пока не знаю точно, когда вернусь. Если будет возможность, напишу сам.

Администратор: Понял, Никита, без проблем. Чтобы было удобно, могу прислать варианты окон у Софьи на email заранее — без обязательств. Или ждём вашего сообщения?

Клиент: Нет, спасибо, не нужно на email. Когда вернусь, напишу, если будет нужно.

Администратор: Понял, Никита, без проблем. Буду ждать вашего сообщения по возвращении — Софья на связи.

Удачной поездки!

Клиент: Хорошо, тогда буду знать. Спасибо.

Администратор: Понял, Никита. Буду ждать вашего сообщения — Софья на связи. Хорошего отдыха за границей!

Клиент: Хорошо, тогда буду знать. Спасибо.

Администратор: Понял, Никита. Буду ждать вашего сообщения по возвращении — тогда подберём удобное время у Софьи. Хорошего отдыха!

Клиент: Хорошо, тогда буду знать. Спасибо.

Администратор: Понял, Никита, спасибо за ответ. Будем ждать вашего сообщения по возвращении — подберём удобное время у Софьи без спешки.

Хорошего отдыха!

Клиент: Хорошо, спасибо.

Администратор: Отлично, Никита. Будем ждать вашего сообщения по возвращении — подберём всё удобное у Софьи.

Приятного отдыха! 😊

Клиент: Хорошо, понятно. Напишу, когда вернусь и если будет нужно.

Администратор: Хорошо, Никита. Договорились — ждём вашего ""Вернулся"", и сразу подберём удобные окна у Софьи без спешки.

Приятного отдыха! 😊

Клиент: Хорошо, спасибо.",10,True,"2026-04-16 16:19:44.727703"
"260","59","""x-ai/grok-4.1-fast""","Администратор: Добрый вечер, Егор! Это администратор салона, меня зовут Анна.  

Помню, вы были у нас на кератиновом выпрямлении у Полины около 7 месяцев назад — она до сих пор вспоминает вас с теплом. Сейчас как раз акция: бесплатная диагностика волос при записи на уход.  

Интересно узнать, когда вам удобно заглянуть?

Клиент: Добрый вечер. Да, помню Полину. Спасибо за напоминание. Про акцию интересно, но я пока не планировал визит. Скажите, а диагностика — это долго? И сколько примерно стоит уход после неё?

Администратор: Диагностика занимает 10–15 минут, это осмотр и консультация с Полиной.

Уход за волосами после неё — от 4500 рублей, в зависимости от длины и типа процедуры, как кератин раньше.

Могу прислать варианты времени на ближайшие дни без обязательств?

Клиент: 4500 — это дороговато, честно говоря. И Полина только вечером работает?

Администратор: Полина работает с 10 утра до 8 вечера, так что вечерние слоты есть — удобно после работы.

По цене понимаю, 4500 — это за базовый уход, есть и более бюджетные варианты от 3500 для коротких волос.

Прислать свободные окна у неё на завтра-послезавтра, чтобы посмотреть без обязательств?

Клиент: Понятно, спасибо. Наверное, завтра-послезавтра слишком рано. Можете просто сказать, есть ли у Полины окна в ближайшую субботу днём? И что входит в этот уход за 3500?

Администратор: В уход за 3500 (для коротких волос) входит глубокое очищение, питательная маска по типу волос и финальная укладка — около 45–60 минут.

В ближайшую субботу у Полины свободно днем: 12:00, 14:00 и 16:00.

Подойдет какое-то из этих окон, или предложить другие варианты?

Клиент: Суббота днём — это нормально. А 3500 — это точно для коротких волос? У меня они средней длины, наверное, подороже выйдет.

Администратор: Да, для средней длины уход обойдётся в 4200 рублей — то же самое: очищение, маска и укладка.

Субботние окна у Полины: 12:00, 14:00, 16:00. Записать на одно из них, или подкорректировать?

Клиент: 4200 тоже немало, но суббота в принципе подходит. Можете забронировать на 14:00, но я пока не уверен на 100%, что смогу. Если что, можно будет отменить?

Администратор: Конечно, Егор, забронировала вас на субботу в 14:00 к Полине на уход за волосы (средняя длина, 4200 руб, плюс бесплатная диагностика).

Отменить можно в любой момент без проблем — просто напишите за день или раньше.

Всё верно, или скорректировать?

Клиент: Хорошо, тогда давайте так: я пока оставлю бронь на субботу 14:00, но если что-то поменяется, напишу за день. Спасибо.",6,True,"2026-04-16 16:20:46.958242"
"261","60","""x-ai/grok-4.1-fast""","Администратор: Привет, Артём. Я администратор салона. Ты был у Вероники на вечернем макияже 8 месяцев назад.

Сейчас акция: макияж + укладка по специальной цене, дешевле обычного.

Интересно посмотреть варианты времени у неё?

Клиент: Сколько стоит акция?

Администратор: Акция — 4500 руб за макияж + укладку у Вероники (обычно 6000).

Посмотреть окна на этой неделе?

Клиент: Акция ещё долго действует?

Администратор: Акция до конца месяца.  

Посмотреть окна у Вероники на неделе?

Клиент: До конца месяца ещё есть время. Посмотрю график и напишу, если решусь.

Администратор: Хорошо, Артём. Прислать свободные окна у Вероники на неделю? Или пока отложить?

Клиент: Пока отложите. Если решусь, сам напишу.

Администратор: Понял, Артём. Отложили.  

Написать тебе с окнами через пару дней или пока не беспокоить?

Клиент: Пока не беспокоить.

Администратор: Понял, Артём. Не беспокою. Если что, пиши.

Клиент: Пока неактуально, спасибо.

Администратор: Понял, Артём. Спасибо, что написал. Удачи!

Клиент: Пока неактуально, спасибо.

Администратор: Понял, Артём. Если что-то понадобится, пиши. Удачи!

Клиент: Пока не планирую, спасибо.

Администратор: Понял, Артём. Хорошего вечера!

Клиент: Пока не планирую, спасибо.

Администратор: Понял, Артём. Удачи!

Клиент: Ладно, напишите через неделю, если акция ещё будет.",10,False,"2026-04-16 16:22:17.046055"
"262","61","""x-ai/grok-4.1-fast""","Администратор: Добрый день, Константин! Это администратор салона. Помню, вы были у нас 9 месяцев назад на маникюре с покрытием у Анны.

Сейчас до конца месяца скидка 15% на эту услугу. Хотите посмотреть свободные окна?

Клиент: Сейчас не в городе, да и времени нет.

Администратор: Понятно, Константин, сейчас не в городе и времени нет.  
Анна все так же работает, скидка до конца месяца.  
Хотите варианты окон на будущее, когда вернетесь?

Клиент: Анна еще работает?

Администратор: Да, Анна работает, отзывы отличные.

Когда вернётесь, подойдёт вариант на будущее? Пришлю окна.

Клиент: Да, Анна хороший мастер. Но я сейчас в другой стране, не знаю, когда вернусь.

Администратор: Понятно, Константин, не знаете даты.  
Анна рада будет вас видеть.  
Хотите варианты окон на конец месяца для справки, или напишу позже?

Клиент: Ладно, пришлите окна на конец месяца, посмотрю.

Администратор: Вот свободные окна у Анны на конец месяца (маникюр с покрытием, 15% скидка, 2 часа):

28-е, 14:00; 29-е, 16:00; 30-е, 11:00; 31-е, 15:00.

Какое подойдёт, когда вернётесь?

Клиент: Не знаю, вернусь ли к концу месяца. Если будет возможность, напишу сам.

Администратор: Понятно, Константин. Пишите сами, когда будет дата.  
Или напомнить через 2 недели про окна у Анны?

Клиент: Не надо напоминать. Если будет нужно, сам напишу.

Администратор: Понятно, Константин. Жду вашего сообщения, когда вернётесь и будет удобно.  
Хорошего дня!

Клиент: Нет, не надо напоминать. Если будет нужно, сам напишу.

Администратор: Понятно, Константин, без напоминаний.  
Жду вашего сообщения, когда будет удобно.  
Хорошего дня!

Клиент: Спасибо, понял. Когда вернусь и будет нужно, напишу.

Администратор: Хорошо, Константин. Жду вашего сообщения, когда вернётесь.  
Хорошего дня!

Клиент: Спасибо, понял. Когда вернусь и будет нужно, напишу.

Администратор: Понял, Константин. Буду ждать вашего сообщения.  
Хорошего дня!

Клиент: Спасибо, понял. Когда вернусь и будет нужно, напишу.",10,False,"2026-04-16 16:23:41.928733"
"263","62","""x-ai/grok-4.1-fast""","Администратор: Привет, Михаил! Это администратор салона, меня зовут Анна. Давно не были, уже 10 месяцев с вашего педикюра у Марии — она до сих пор вспоминает вас с теплом :)

У нас как раз акция на комплекс маникюр + педикюр по специальной цене. Хотите посмотреть удобные окна?

Клиент: Привет. Да, давно не был. А сколько сейчас стоит этот комплекс?

Администратор: Комплекс маникюр + педикюр по акции — 3800 руб. (обычно 4800). Выгоднее, чем отдельно, и Мария все так же на высоте.

Подходит цена? Могу прислать удобные окна.

Клиент: 3800 все равно дороговато. У меня в другом салоне за комплекс 3200, и там тоже нормально делают.

Администратор: Понятно, Михаил, разница в 600 руб. заметная, особенно если в другом месте устраивает. У Марии качество на том же высоте, что и раньше, без компромиссов.

Хотите варианты времени на педикюр отдельно (от 2000), или пока отложим?

Клиент: Ну, Мария действительно хорошо делала. А отдельно педикюр сколько сейчас? И какие у нее ближайшие окна?

Администратор: Педикюр у Марии — 2200 руб., как и раньше.

Ближайшие окна: завтра в 15:00 или пятницу в 17:00. Подойдет какое-то?

Клиент: Завтра не могу, а в пятницу в 17:00 — это надолго? И что входит в педикюр за 2200?

Администратор: Педикюр у Марии за 2200 — это классика: ванночка, обработка стоп, кутикула, моделька и полировка ногтей, плюс крем в конце. Всё как раньше, без спешки.

В пятницу в 17:00 уложимся в 1 час 15 мин. Записать вас?

Клиент: Ну, час пятнадцать — это нормально. А скидок на педикюр нет? Или может быть есть окна в субботу утром?

Администратор: Скидок на педикюр отдельно сейчас нет, но 2200 — это та же цена, что и в прошлый раз.

У Марии в субботу утром: 10:00 или 12:00. Подойдет какое-то из них для записи?

Клиент: Суббота утром — это норм. А 12:00 точно уложится в час с небольшим? И если я приду, точно будет всё как раньше, без срезания углов?

Администратор: Да, Михаил, в 12:00 субботы у Марии точно уложимся в 1 час 15 мин, без спешки.

Качество как всегда — классика без срезания углов, Мария работает на том же уровне.

Записать вас на субботу 12:00?

Клиент: Ладно, давайте на субботу в 12:00. Только, пожалуйста, напомните Марии, что я люблю, чтобы пятки особенно тщательно обработали. И если что, я смогу отменить, если предупрежу за день?",7,True,"2026-04-16 16:24:44.960528"
"264","63","""x-ai/grok-4.1-fast""","Администратор: Добрый вечер, Денис! Это Анна, администратор вашего салона.  

Видела, что вы были у нас 11 месяцев назад на стрижке у Екатерины — она до сих пор вспоминает вас. Для тех, кто давно не заходил, есть спеццена на обновление формы, чтобы удобно вписать в график.  

Интересно посмотреть окна у неё на неделе?

Клиент: Добрый вечер. Да, помню Екатерину. Стрижка была хорошая. Про спеццену интересно, но пока не уверен, что в ближайшее время смогу.

Администратор: Понимаю, график у вас плотный, Денис. Спеццена как раз для таких случаев — обновление стрижки у Екатерины по выгодной цене, без лишнего времени.

Хотите, пришлю её окна на следующей неделе, чтобы посмотреть без обязательств? Или удобнее вернуться к разговору позже?

Клиент: Можете прислать окна, посмотрю. Но сразу предупреждаю, что записываться вряд ли буду в ближайшие дни.

Администратор: Конечно, Денис. Вот свободные окна у Екатерины на следующей неделе для обновления стрижки (по спеццене, 1 час): понедельник 18:00, среда 19:00, пятница 17:30 или суббота 16:00.

Какое из них примерно подходит под ваш график, или удобнее отложить разговор?

Клиент: Суббота 16:00 в принципе могло бы подойти, но я пока не готов точно планировать. Можете написать в четверг, если это время еще будет свободно?

Администратор: Конечно, Денис. Отмечу субботу 16:00 у Екатерины специально для вас по спеццене и свяжусь в четверг, чтобы уточнить, свободно ли окно.

Если что-то изменится раньше, дайте знать. Удобно так?

Клиент: Да, так удобно. Напишите в четверг, если время останется.

Администратор: Хорошо, Денис, свяжусь в четверг утром, чтобы уточнить по субботе 16:00 у Екатерины.

Приятного вечера!

Клиент: Хорошо, напишите в четверг. Если время будет свободно, возможно, запишусь.

Администратор: Договорились, Денис, напишу в четверг утром по субботе 16:00 у Екатерины.  

Если что-то изменится, пишите. Хорошего вечера!

Клиент: Хорошо, напишите в четверг. Если время будет свободно, возможно, запишусь.

Администратор: Понял, Денис, четверг утром проверю субботу 16:00 у Екатерины и напишу.

Хорошего вечера!

Клиент: Хорошо, напишите в четверг. Если время будет свободно, возможно, запишусь.

Администратор: Договорились, Денис, напишу в четверг утром по субботе 16:00 у Екатерины.  

Хорошего вечера!

Клиент: Хорошо, напишите в четверг. Если время будет свободно, возможно, запишусь.

Администратор: Договорились, Денис, четверг утром проверю и напишу по субботе 16:00 у Екатерины.  

Спокойной ночи!

Клиент: Хорошо, напишите в четверг. Если время будет свободно, возможно, запишусь.

Администратор: Договорились, Денис, четверг утром проверю субботу 16:00 у Екатерины и напишу.

Приятных снов!

Клиент: Хорошо, напишите в четверг. Если время будет свободно, возможно, запишусь.",10,False,"2026-04-16 16:26:18.523926"
"265","64","""x-ai/grok-4.1-fast""","Администратор: Добрый вечер, Роман! Это администратор салона красоты, меня зовут Анна.

Видела, что вы были у нас год назад на мужской стрижке у Ольги — она до сих пор вспоминает вас. Сейчас как раз скидка на стрижку у неё, если интересно.

Хотите посмотреть свободные окна?

Клиент: Добрый вечер. Да, помню Ольгу, стригла хорошо. Но у вас сейчас не очень удобно добираться, я в другой район переехал.

Администратор: Поняла, Роман, переезд — это всегда неудобство с дорогой. Ольга всё так же на высоте, и со скидкой стрижка выйдет выгоднее.

Могу прислать ближайшие окна у неё на неделю — просто посмотрите, без обязательств?

Клиент: Скидка, конечно, интересная. Но вы не подскажете, до скольки у вас работает Ольга? Если вечером поздно, может, и получится заехать.

Администратор: Ольга работает до 21:00 по будням, по выходным — до 20:00.

У неё как раз есть вечерние окна на этой неделе, с учётом скидки выйдет удобно.

Прислать ближайшие варианты?

Клиент: До 21:00 — это нормально. Ладно, скидка действительно заманчивая. Пришлите, пожалуйста, варианты на вечер в среду или четверг.

Администратор: Конечно, Роман. Вот вечерние окна у Ольги на этой неделе со скидкой (стрижка — 1200 руб вместо 1500):

Среда: 19:00, 20:00.  
Четверг: 18:30, 19:30, 20:00.

Какое время удобно — запишу?

Клиент: На среду 19:00 посмотрю. Если не получится — отпишусь заранее.

Администратор: Хорошо, Роман, запишу вас предварительно на среду 19:00 к Ольге со скидкой.

Если планы изменятся, просто отпишитесь — перенесём без вопросов. Подтверждаете?

Клиент: Хорошо, записывайте на 19:00 в среду. Только напомните, пожалуйста, за сколько часов можно отменить без проблем?",5,True,"2026-04-16 16:27:09.57136"
"266","65","""x-ai/grok-4.1-fast""","Администратор: Доброе утро, Виталий! Я администратор салона. Вы были у нас 13 месяцев назад на окрашивании корней у Дарьи.

Сейчас скидка 15% на окрашивание до конца месяца. Хотите варианты времени?

Клиент: Сколько будет стоить окрашивание с учетом скидки?

Администратор: Окрашивание корней у Дарьи — 3500 руб., с 15% скидкой — 2975 руб.

Хотите варианты времени на неделю?

Клиент: Дарья еще работает?

Администратор: Да, Дарья работает у нас.

Хотите варианты времени у неё на неделю?

Клиент: Дарья еще работает?

Администратор: Да, Дарья работает у нас стабильно. 

Могу прислать её свободные окна на неделю?

Клиент: А в прошлый раз она торопилась. Сейчас так же будет?

Администратор: Извините за прошлый опыт, Виталий. Сейчас Дарья работает спокойнее, без спешки — процедура занимает 2 часа.

Прислать её окна на неделю?

Клиент: Ну ладно. Какие у нее окна на среду?

Администратор: У Дарьи на среду свободно: 11:00, 14:00, 17:00.

Какое время подойдёт для записи?

Клиент: 17:00 подойдет. Сколько точно по времени займет?

Администратор: Окрашивание корней занимает ровно 2 часа.

Записываю вас на среду 17:00 к Дарье за 2975 руб. Подтверждаете?

Клиент: Давайте на среду 17:00.",7,True,"2026-04-16 16:28:08.006805"
"267","66","""x-ai/grok-4.1-fast""","Администратор: Привет, Борис! Это Анна, администратор салона. Помню, вы были у нас 14 месяцев назад на сложном окрашивании у Ксении — она до сих пор вспоминает вас. Сейчас к окрашиванию дарим уход в подарок. Хотите посмотреть свободные окна?

Клиент: Привет. Да, помню Ксению, она хороший мастер. Но сейчас я в другой салон хожу, ближе к дому.

Администратор: Поняла, расстояние меняет дело. Ксения все так же берет сложное окрашивание, плюс уход в подарок. Хотите варианты ее окон на неделю?

Клиент: А сколько сейчас стоит сложное окрашивание у Ксении?

Администратор: Сложное окрашивание у Ксении сейчас 6500 руб, плюс уход в подарок. 

Хотите варианты ее окон на неделю?

Клиент: Дорого, конечно. В другом салоне за 5000 делают.

Администратор: Понимаю, цена решает многое. Ксения держит высокий уровень, но если не подходит, то ок. Прислать ее окна на неделю без обязательства, или отложить разговор?

Клиент: Да, цена ощутимая. Ладно, скиньте варианты окон, посмотрю.

Администратор: Вот свободные окна у Ксении на неделю (по 2-3 часа на сложное окрашивание + уход):

Пн 14:00, Ср 16:00, Чт 11:00, Пт 15:00.

Какое подойдет, или скорректировать под вас?

Клиент: Чт 11:00 не подходит, я на работе. А в другие дни есть вечером?

Администратор: Поняла, на работе днем неудобно. Вечером у Ксении: пн 18:00, ср 19:00, пт 17:00.

Какое подойдет, или подкорректировать?

Клиент: Пн 18:00 подойдет. А уход в подарок точно идет? И что в него входит?

Администратор: Да, уход в подарок точно идет к окрашиванию — это глубокая маска для восстановления цвета и увлажнения.

Записываем вас на пн 18:00 к Ксении?

Клиент: Хорошо, записывайте на понедельник 18:00.",7,True,"2026-04-16 16:29:11.833857"
"268","67","""x-ai/grok-4.1-fast""","Администратор: Привет, Владимир! Это администратор салона. Давно не виделись — вы были у нас на уходе для волос у Алины 4 месяца назад.

Алина как раз упоминала вас недавно. У нас сейчас бесплатная диагностика волос при записи на уход. Интересно?

Клиент: Привет. Диагностика бесплатная, если записываться на уход?

Администратор: Да, Владимир, диагностика полностью бесплатная при записи на уход за волосами. 

Алина как раз свободна в ближайшие дни — хотите, пришлю варианты времени на завтра-послезавтра?

Клиент: Да, Алина хороший мастер. А сколько сейчас стоит уход?

Администратор: Уход за волосами у Алины сейчас 2900 руб. Диагностика бесплатно при записи.

Хотите варианты её окон на завтра или послезавтра?

Клиент: 2900... подорожало, кажется. Ладно, покажите, когда у Алины есть время на завтра.

Администратор: Конечно, Владимир. У Алины завтра свободно 14:00, 16:30 и 18:00 — диагностика + уход займут 1,5–2 часа.

Какое время подойдёт?

Клиент: 14:00 слишком рано, я только к вечеру освобожусь. 18:00 в принципе нормально, но это надолго... А можно просто диагностику сделать, а на уход потом решить?

Администратор: Конечно, Владимир, диагностика по акции бесплатна именно при записи на уход — она займёт 30 минут, уход после неё 1–1,5 часа. 

Можно записать вас на 18:00 к Алине на оба этапа, а уход подтвердим после диагностики. Подходит?

Клиент: Ну, ладно, тогда запишите меня на 18:00 на диагностику. Если после неё решусь на уход, можно будет сразу сделать?",5,True,"2026-04-16 16:29:58.967413"
